,Candidate,Party,Vote Percentage,State,District,Incumbent,Winner,Money Raised,Money Spent
342,Mark Green,R,69.9,Tennessee,07,True,True,"1,194,960","935,487"
343,Kiran Sreepada,D,27.3,Tennessee,07,False,False,"206,644","207,191"
344,Ronald Brown,I,2.2,Tennessee,07,False,False,"1,750",0
345,Scott Vieira,I,0.6,Tennessee,07,False,False,655,"1,049"
346,David Kustoff,R,68.5,Tennessee,08,True,True,"1,641,217","999,285"
347,Erika Stotts,D,29.5,Tennessee,08,False,False,"19,070","15,883"
348,Steve Cohen,D,77.4,Tennessee,09,True,True,"607,570","457,311"
349,Charlotte Bergmann,R,20.1,Tennessee,09,False,False,"99,147","100,532"
350,Dennis Clark,I,1.6,Tennessee,09,False,False,"9,991","9,919"
351,John Cornyn,R,53.5,Texas,2020,True,True,"34,158,785","36,437,106"
352,MJ Hegar,D,53.9,Texas,2020,False,False,"29,272,803","29,233,720"
353,Kerry McKennon,L,1.9,Texas,2020,False,False,"12,707","14,044"
354,Louie Gohmert,R,72.6,Texas,01,True,True,"552,915","580,441"
355,Hank Gilbert,D,27.4,Texas,01,False,False,"968,155","734,411"
356,Dan Crenshaw,R,55.6,Texas,02,True,True,"19,427,865","17,596,329"
357,Sima Ladjevardian,D,42.8,Texas,02,False,False,"3,832,697","3,825,287"
358,Elliott Scheirman,L,1.6,Texas,02,False,False,"15,374","14,296"
359,Van Taylor,R,55.1,Texas,03,True,True,"2,655,327","2,825,378"
360,Helane Seikaly,D,42.9,Texas,03,False,False,"1,635,185","1,634,843"
361,Patrick Fallon,R,75.1,Texas,04,False,True,"257,174","95,065"
362,Tracy Shawn,I,0.4,Texas,04,False,False,"13,002","10,595"
363,Lance Gooden,R,62.0,Texas,05,True,True,"1,610,327","1,311,983"
364,Carolyn Salter,D,35.9,Texas,05,False,False,"317,848","289,112"
365,Kevin Hale,L,2.1,Texas,05,False,False,"18,405","6,508"
366,Ron Wright,R,52.8,Texas,06,True,True,"912,134","907,693"
367,Stephen Daniel,D,44.0,Texas,06,False,False,"680,402","677,568"
368,Lizzie Fletcher,D,50.8,Texas,07,True,True,"6,265,165","6,246,136"
369,Wesley Hunt,R,47.5,Texas,07,False,False,"7,524,064","7,300,122"
370,Kevin Brady,R,72.5,Texas,08,True,True,"3,570,477","3,190,447"
371,Elizabeth Hernandez,D,25.5,Texas,08,False,False,"17,227","14,981"
372,Al Green,D,75.5,Texas,09,True,True,"460,332","486,155"
373,Johnny Teague,R,21.6,Texas,09,False,False,"89,965","88,366"
374,Michael McCaul,R,52.5,Texas,10,True,True,"3,856,477","3,910,930"
375,Mike Siegel,D,45.4,Texas,10,False,False,"2,873,926","2,829,765"
376,August Pfluger,R,79.7,Texas,11,False,True,"2,578,540","1,984,134"
377,Jon Mark,D,18.3,Texas,11,False,False,"137,730","135,141"
378,Kay Granger,R,63.7,Texas,12,True,True,"3,161,288","3,271,815"
379,Lisa Welch,D,33.0,Texas,12,False,False,"98,465","98,475"
380,Trey Holcomb,L,3.3,Texas,12,False,False,967,457
381,Ronny Jackson,R,79.4,Texas,13,False,True,"2,128,271","1,741,132"
382,Gus Trujillo,D,18.5,Texas,13,False,False,"22,826","18,820"
383,Randy Weber,R,61.6,Texas,14,True,True,"936,202","924,659"
384,Adrienne Bell,D,38.4,Texas,14,False,False,"244,754","240,934"
385,Cyrus Sajna,I,0,Texas,14,False,False,"35,096","34,942"
386,Michael David,I,0,Texas,14,False,False,100,12
387,Vicente Gonzalez,D,50.5,Texas,15,True,True,"1,008,381","657,500"
388,Monica De,R,47.6,Texas,15,False,False,"344,893","338,832"
389,Veronica Escobar,D,64.7,Texas,16,True,True,"1,135,549","1,087,693"
390,Irene Armendariz-Jackson,R,35.3,Texas,16,False,False,"168,997","153,671"
391,Pete Sessions,R,55.9,Texas,17,False,True,"1,447,958","1,658,637"
392,Rick Kennedy,D,40.9,Texas,17,False,False,"200,668","202,096"
393,Ted Brown,L,3.2,Texas,17,False,False,"3,041","3,041"
394,Sheila Jackson,D,73.3,Texas,18,True,True,"924,480","838,414"
395,Wendell Champion,R,23.5,Texas,18,False,False,"305,645","271,278"
396,Jodey Arrington,R,74.8,Texas,19,True,True,"2,497,184","1,932,700"
397,Tom Watson,D,22.9,Texas,19,False,False,"49,405","60,806"
398,Joaquin Castro,D,64.7,Texas,20,True,True,"674,061","686,934"
399,Mauro Garza,R,33.1,Texas,20,False,False,"263,293","240,930"
400,Chip Roy,R,52.0,Texas,21,True,True,"5,005,639","4,679,362"
401,Wendy Davis,D,45.4,Texas,21,False,False,"10,263,486","10,201,874"
402,Michael Felts,I,0,Texas,21,False,False,"3,570","1,851"
403,Sri Kulkarni,D,44.6,Texas,22,False,False,"5,639,061","5,630,098"
404,Troy Nehls,R,51.5,Texas,22,False,True,"1,806,655","1,787,448"
405,Gina Ortiz,D,46.6,Texas,23,False,False,"6,755,222","6,842,440"
406,Tony Gonzales,R,50.5,Texas,23,False,True,"2,797,133","2,764,108"
407,Candace Valenzuela,D,47.5,Texas,24,False,False,"4,886,999","4,875,031"
408,Beth Van,R,48.8,Texas,24,False,True,"3,410,852","3,342,442"
409,Stephen Kuzmich,I,1.2,Texas,24,False,False,"175,504","201,332"
410,Mark Bauer,I,0.9,Texas,24,False,False,"26,342","26,542"
411,Darren Hamilton,L,1.6,Texas,24,False,False,570,212
412,Roger Williams,R,55.9,Texas,25,True,True,"2,435,121","3,347,267"
413,Julie Oliver,D,42.1,Texas,25,False,False,"2,190,347","2,176,319"
414,Michael Burgess,R,60.6,Texas,26,True,True,"1,806,588","2,081,391"
415,Carol Iannuzzi,D,37.3,Texas,26,False,False,"95,937","95,937"
416,Michael Cloud,R,63.1,Texas,27,True,True,"1,014,427","829,748"
417,Ricardo De,D,34.9,Texas,27,False,False,"312,096","312,096"
418,Henry Cuellar,D,58.3,Texas,28,True,True,"2,655,317","3,650,848"
419,Sandra Whitten,R,39.0,Texas,28,False,False,"24,760","27,354"
420,Sylvia Garcia,D,71.1,Texas,29,True,True,"818,984","758,382"
421,Jaimy Blanco,R,27.4,Texas,29,False,False,"4,378",0
422,Eddie Bernice,D,77.5,Texas,30,True,True,"589,096","494,547"
423,Tre Pennie,R,18.4,Texas,30,False,False,"311,109","305,446"
